;ID_Pedido;Data_Pedido;ID_Representante;Nome_Representante;Regional;ID_Produto;Nome_Produto;Valor_Produto;Quantidade_Vendida;Valor_Total_Venda;Nome_Cliente;Cidade_Cliente;Estado_Cliente
;11348;31/07/2020;1007;Alex Souza;Sudeste;SKU9006;E-Reader;R$250;40;R$10.000;Magazine Luiza;Betim;MINAS
;11349;31/07/2020;1001;Maria Silva;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;74;R$318.200;kabum;Belo Horizonte;MINAS
;11350;31/07/2020;1003;Paulo Ferreira;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;75;R$322.500;Carrefour;Vitória;ES
;11351;01/08/2020;1008;Teobaldo Junior;Sudeste;SKU9004;Celular Modelo 2;R$1.200;87;R$104.400;Carrefour;Betim;MINAS
;11352;01/08/2020;1009;Felipe Seixas;Sudeste;SKU9014;Tablet;R$1.700;55;R$93.500;kabum;Guarapari;ES
;11353;01/08/2020;1002;Lucas Souza;Sudeste;SKU9002;Carregador Portátil;R$80;60;R$4.800;Ricardo Eletro;Campinas;SP
;11354;01/08/2020;1003;Paulo Ferreira;Sudeste;SKU9007;Headphone;R$150;83;R$12.450;Magazine Luiza;Vitória;ES
;11355;01/08/2020;1009;Felipe Seixas;Sudeste;SKU9003;Celular Modelo 1;R$800;72;R$57.600;kabum;Niterói;RJ
;11356;01/08/2020;1004;Isabela Carolina;Sudeste;SKU9013;SSD;R$435;16;R$6.960;Ricardo Eletro;Rio de Janeiro;RJ
;11357;01/08/2020;1004;Isabela Carolina;Sudeste;SKU9015;Teclado ;R$80;35;R$2.800;kabum;Rio de Janeiro;RJ
;11358;01/08/2020;1001;Maria Silva;Sudeste;SKU9006;E-Reader;R$250;19;R$4.750;Shoptime;Rio de Janeiro;RJ
;11359;02/08/2020;1009;Felipe Seixas;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;57;R$126.540;amazon;Rio de Janeiro;RJ
;11360;02/08/2020;1008;Teobaldo Junior;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;98;R$142.100;Casas Bahia;Guarapari;ES
;11361;02/08/2020;1006;Mário Junior;Sudeste;SKU9002;Carregador Portátil;R$80;97;R$7.760;amazon;São Paulo;SP
;11362;02/08/2020;1006;Mário Junior;Sudeste;SKU9007;Headphone;R$150;63;R$9.450;Ricardo Eletro;São Paulo;SP
;11363;02/08/2020;1001;Maria Silva;Sudeste;SKU9016;Webcam;R$130;13;R$1.690;Magazine Luiza;Betim;MINAS
;11364;02/08/2020;1004;Isabela Carolina;Sudeste;SKU9004;Celular Modelo 2;R$1.200;31;R$37.200;Carrefour;Campinas;SP
;11365;02/08/2020;1007;Alex Souza;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;71;R$305.300;Shoptime;Niterói;RJ
;11366;03/08/2020;1007;Alex Souza;Sudeste;SKU9006;E-Reader;R$250;43;R$10.750;Ricardo Eletro;São Paulo;SP
;11367;03/08/2020;1004;Isabela Carolina;Sudeste;SKU9006;E-Reader;R$250;44;R$11.000;amazon;Niterói;RJ
;11368;03/08/2020;1008;Teobaldo Junior;Sudeste;SKU9016;Webcam;R$130;65;R$8.450;Magazine Luiza;Campinas;SP
;11369;03/08/2020;1005;Tais Fernandes;Sudeste;SKU9012;Smart TV;R$1.998;9;R$17.982;Carrefour;Vitória;ES
;11370;03/08/2020;1001;Maria Silva;Sudeste;SKU9004;Celular Modelo 2;R$1.200;68;R$81.600;Ricardo Eletro;São Paulo;SP
;11371;03/08/2020;1002;Lucas Souza;Sudeste;SKU9003;Celular Modelo 1;R$800;89;R$71.200;Magazine Luiza;São Paulo;SP
;11372;03/08/2020;1006;Mário Junior;Sudeste;SKU9012;Smart TV;R$1.998;24;R$47.952;Casas Bahia;Rio de Janeiro;RJ
;11373;03/08/2020;1005;Tais Fernandes;Sudeste;SKU9002;Carregador Portátil;R$80;72;R$5.760;Casas Bahia;Betim;MINAS
;11374;03/08/2020;1001;Maria Silva;Sudeste;SKU9001;Caixa de Som;R$55;42;R$2.310;Ricardo Eletro;Betim;MINAS
;11375;03/08/2020;1001;Maria Silva;Sudeste;SKU9005;Celular Modelo 3;R$1.800;40;R$72.000;Magazine Luiza;São Paulo;SP
;11376;03/08/2020;1008;Teobaldo Junior;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;50;R$111.000;amazon;Vitória;ES
;11377;04/08/2020;1003;Paulo Ferreira;Sudeste;SKU9007;Headphone;R$150;62;R$9.300;amazon;Niterói;RJ
;11378;04/08/2020;1006;Mário Junior;Sudeste;SKU9003;Celular Modelo 1;R$800;100;R$80.000;Shoptime;São Paulo;SP
;11379;04/08/2020;1001;Maria Silva;Sudeste;SKU9015;Teclado ;R$80;82;R$6.560;amazon;Campinas;SP
;11380;05/08/2020;1006;Mário Junior;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;24;R$34.800;Casas Bahia;Vitória;ES
;11381;05/08/2020;1005;Tais Fernandes;Sudeste;SKU9005;Celular Modelo 3;R$1.800;84;R$151.200;Casas Bahia;Guarapari;ES
;11382;05/08/2020;1005;Tais Fernandes;Sudeste;SKU9016;Webcam;R$130;17;R$2.210;Carrefour;Guarapari;ES
;11383;05/08/2020;1008;Teobaldo Junior;Sudeste;SKU9007;Headphone;R$150;100;R$15.000;amazon;Rio de Janeiro;RJ
;11384;05/08/2020;1008;Teobaldo Junior;Sudeste;SKU9004;Celular Modelo 2;R$1.200;11;R$13.200;Magazine Luiza;São Paulo;SP
;11385;05/08/2020;1009;Felipe Seixas;Sudeste;SKU9006;E-Reader;R$250;26;R$6.500;Shoptime;Niterói;RJ
;11386;05/08/2020;1005;Tais Fernandes;Sudeste;SKU9007;Headphone;R$150;23;R$3.450;Shoptime;Niterói;RJ
;11387;05/08/2020;1003;Paulo Ferreira;Sudeste;SKU9001;Caixa de Som;R$55;39;R$2.145;amazon;Niterói;RJ
;11388;06/08/2020;1002;Lucas Souza;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;47;R$202.100;amazon;Vitória;ES
;11389;06/08/2020;1004;Isabela Carolina;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;59;R$85.550;kabum;Belo Horizonte;MINAS
;11390;06/08/2020;1002;Lucas Souza;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;51;R$73.950;Shoptime;Betim;MINAS
;11391;06/08/2020;1007;Alex Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;60;R$72.000;Carrefour;Vitória;ES
;11392;06/08/2020;1009;Felipe Seixas;Sudeste;SKU9015;Teclado ;R$80;62;R$4.960;Casas Bahia;Rio de Janeiro;RJ
;11393;06/08/2020;1008;Teobaldo Junior;Sudeste;SKU9004;Celular Modelo 2;R$1.200;51;R$61.200;Carrefour;Betim;MINAS
;11394;06/08/2020;1009;Felipe Seixas;Sudeste;SKU9007;Headphone;R$150;90;R$13.500;Ponto Frio;Vitória;ES
;11395;06/08/2020;1003;Paulo Ferreira;Sudeste;SKU9003;Celular Modelo 1;R$800;8;R$6.400;Carrefour;Belo Horizonte;MINAS
;11396;06/08/2020;1009;Felipe Seixas;Sudeste;SKU9014;Tablet;R$1.700;65;R$110.500;kabum;Guarapari;ES
;11397;06/08/2020;1004;Isabela Carolina;Sudeste;SKU9016;Webcam;R$130;19;R$2.470;Ricardo Eletro;São Paulo;SP
;11398;07/08/2020;1003;Paulo Ferreira;Sudeste;SKU9004;Celular Modelo 2;R$1.200;40;R$48.000;Carrefour;Betim;MINAS
;11399;07/08/2020;1006;Mário Junior;Sudeste;SKU9015;Teclado ;R$80;20;R$1.600;Ricardo Eletro;Belo Horizonte;MINAS
;11400;07/08/2020;1007;Alex Souza;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;95;R$408.500;Magazine Luiza;Campinas;SP
;11401;07/08/2020;1006;Mário Junior;Sudeste;SKU9005;Celular Modelo 3;R$1.800;15;R$27.000;amazon;Campinas;SP
;11402;07/08/2020;1003;Paulo Ferreira;Sudeste;SKU9008;Mouse;R$88;95;R$8.360;kabum;Campinas;SP
;11403;07/08/2020;1002;Lucas Souza;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;23;R$33.350;Magazine Luiza;Guarapari;ES
;11404;07/08/2020;1006;Mário Junior;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;59;R$253.700;Shoptime;Niterói;RJ
;11405;07/08/2020;1001;Maria Silva;Sudeste;SKU9001;Caixa de Som;R$55;18;R$990;Magazine Luiza;São Paulo;SP
;11406;07/08/2020;1006;Mário Junior;Sudeste;SKU9006;E-Reader;R$250;28;R$7.000;Shoptime;Guarapari;ES
;11407;08/08/2020;1009;Felipe Seixas;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;80;R$344.000;Magazine Luiza;Rio de Janeiro;RJ
;11408;08/08/2020;1005;Tais Fernandes;Sudeste;SKU9003;Celular Modelo 1;R$800;98;R$78.400;Shoptime;Rio de Janeiro;RJ
;11409;08/08/2020;1001;Maria Silva;Sudeste;SKU9001;Caixa de Som;R$55;37;R$2.035;Casas Bahia;Vitória;ES
;11410;08/08/2020;1009;Felipe Seixas;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;76;R$110.200;Casas Bahia;Guarapari;ES
;11411;08/08/2020;1009;Felipe Seixas;Sudeste;SKU9016;Webcam;R$130;67;R$8.710;Ricardo Eletro;São Paulo;SP
;11412;08/08/2020;1009;Felipe Seixas;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;27;R$39.150;Ponto Frio;Betim;MINAS
;11413;09/08/2020;1007;Alex Souza;Sudeste;SKU9014;Tablet;R$1.700;59;R$100.300;Ponto Frio;Niterói;RJ
;11414;09/08/2020;1003;Paulo Ferreira;Sudeste;SKU9008;Mouse;R$88;92;R$8.096;kabum;Campinas;SP
;11415;09/08/2020;1007;Alex Souza;Sudeste;SKU9013;SSD;R$435;58;R$25.230;Ponto Frio;Betim;MINAS
;11416;09/08/2020;1002;Lucas Souza;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;82;R$118.900;amazon;Guarapari;ES
;11417;09/08/2020;1006;Mário Junior;Sudeste;SKU9002;Carregador Portátil;R$80;38;R$3.040;Carrefour;Belo Horizonte;MINAS
;11418;09/08/2020;1007;Alex Souza;Sudeste;SKU9012;Smart TV;R$1.998;8;R$15.984;Magazine Luiza;Niterói;RJ
;11419;09/08/2020;1007;Alex Souza;Sudeste;SKU9008;Mouse;R$88;46;R$4.048;amazon;Niterói;RJ
;11420;09/08/2020;1003;Paulo Ferreira;Sudeste;SKU9016;Webcam;R$130;51;R$6.630;Ricardo Eletro;Vitória;ES
;11421;09/08/2020;1003;Paulo Ferreira;Sudeste;SKU9003;Celular Modelo 1;R$800;25;R$20.000;kabum;Vitória;ES
;11422;09/08/2020;1008;Teobaldo Junior;Sudeste;SKU9003;Celular Modelo 1;R$800;96;R$76.800;Carrefour;Rio de Janeiro;RJ
;11423;10/08/2020;1006;Mário Junior;Sudeste;SKU9006;E-Reader;R$250;75;R$18.750;Ricardo Eletro;Niterói;RJ
;11424;10/08/2020;1009;Felipe Seixas;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;70;R$155.400;Carrefour;Campinas;SP
;11425;10/08/2020;1003;Paulo Ferreira;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;81;R$348.300;Magazine Luiza;Campinas;SP
;11426;10/08/2020;1004;Isabela Carolina;Sudeste;SKU9004;Celular Modelo 2;R$1.200;78;R$93.600;Magazine Luiza;Rio de Janeiro;RJ
;11427;10/08/2020;1003;Paulo Ferreira;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;54;R$78.300;Casas Bahia;Guarapari;ES
;11428;10/08/2020;1002;Lucas Souza;Sudeste;SKU9005;Celular Modelo 3;R$1.800;85;R$153.000;Shoptime;Betim;MINAS
;11429;10/08/2020;1001;Maria Silva;Sudeste;SKU9014;Tablet;R$1.700;65;R$110.500;Ricardo Eletro;Niterói;RJ
;11430;11/08/2020;1001;Maria Silva;Sudeste;SKU9003;Celular Modelo 1;R$800;7;R$5.600;amazon;Belo Horizonte;MINAS
;11431;11/08/2020;1005;Tais Fernandes;Sudeste;SKU9014;Tablet;R$1.700;59;R$100.300;Ponto Frio;Betim;MINAS
;11432;11/08/2020;1003;Paulo Ferreira;Sudeste;SKU9007;Headphone;R$150;8;R$1.200;Carrefour;São Paulo;SP
;11433;11/08/2020;1005;Tais Fernandes;Sudeste;SKU9004;Celular Modelo 2;R$1.200;44;R$52.800;amazon;São Paulo;SP
;11434;12/08/2020;1002;Lucas Souza;Sudeste;SKU9014;Tablet;R$1.700;26;R$44.200;Shoptime;Guarapari;ES
;11435;12/08/2020;1003;Paulo Ferreira;Sudeste;SKU9016;Webcam;R$130;42;R$5.460;Carrefour;Campinas;SP
;11436;12/08/2020;1003;Paulo Ferreira;Sudeste;SKU9007;Headphone;R$150;50;R$7.500;Carrefour;São Paulo;SP
;11437;12/08/2020;1005;Tais Fernandes;Sudeste;SKU9016;Webcam;R$130;11;R$1.430;Carrefour;Rio de Janeiro;RJ
;11438;12/08/2020;1001;Maria Silva;Sudeste;SKU9004;Celular Modelo 2;R$1.200;84;R$100.800;Magazine Luiza;Niterói;RJ
;11439;13/08/2020;1007;Alex Souza;Sudeste;SKU9014;Tablet;R$1.700;19;R$32.300;Casas Bahia;Campinas;SP
;11440;13/08/2020;1007;Alex Souza;Sudeste;SKU9002;Carregador Portátil;R$80;69;R$5.520;kabum;Belo Horizonte;MINAS
;11441;13/08/2020;1004;Isabela Carolina;Sudeste;SKU9002;Carregador Portátil;R$80;77;R$6.160;Carrefour;Rio de Janeiro;RJ
;11442;14/08/2020;1009;Felipe Seixas;Sudeste;SKU9014;Tablet;R$1.700;87;R$147.900;Casas Bahia;Campinas;SP
;11443;14/08/2020;1007;Alex Souza;Sudeste;SKU9001;Caixa de Som;R$55;98;R$5.390;Carrefour;Campinas;SP
;11444;14/08/2020;1001;Maria Silva;Sudeste;SKU9005;Celular Modelo 3;R$1.800;76;R$136.800;Casas Bahia;Vitória;ES
;11445;14/08/2020;1001;Maria Silva;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;54;R$119.880;Casas Bahia;Rio de Janeiro;RJ
;11446;14/08/2020;1009;Felipe Seixas;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;28;R$40.600;Magazine Luiza;São Paulo;SP
;11447;14/08/2020;1006;Mário Junior;Sudeste;SKU9014;Tablet;R$1.700;66;R$112.200;Ricardo Eletro;São Paulo;SP
;11448;14/08/2020;1001;Maria Silva;Sudeste;SKU9002;Carregador Portátil;R$80;31;R$2.480;Ricardo Eletro;Belo Horizonte;MINAS
;11449;15/08/2020;1007;Alex Souza;Sudeste;SKU9002;Carregador Portátil;R$80;18;R$1.440;kabum;Belo Horizonte;MINAS
;11450;15/08/2020;1007;Alex Souza;Sudeste;SKU9005;Celular Modelo 3;R$1.800;26;R$46.800;Ponto Frio;Belo Horizonte;MINAS
;11451;16/08/2020;1001;Maria Silva;Sudeste;SKU9006;E-Reader;R$250;30;R$7.500;Ponto Frio;Rio de Janeiro;RJ
;11452;16/08/2020;1004;Isabela Carolina;Sudeste;SKU9012;Smart TV;R$1.998;9;R$17.982;Shoptime;Vitória;ES
;11453;16/08/2020;1001;Maria Silva;Sudeste;SKU9001;Caixa de Som;R$55;59;R$3.245;Ricardo Eletro;São Paulo;SP
;11454;16/08/2020;1001;Maria Silva;Sudeste;SKU9008;Mouse;R$88;12;R$1.056;Shoptime;Rio de Janeiro;RJ
;11455;16/08/2020;1008;Teobaldo Junior;Sudeste;SKU9007;Headphone;R$150;84;R$12.600;amazon;Rio de Janeiro;RJ
;11456;16/08/2020;1006;Mário Junior;Sudeste;SKU9015;Teclado ;R$80;65;R$5.200;Casas Bahia;Campinas;SP
;11457;16/08/2020;1008;Teobaldo Junior;Sudeste;SKU9012;Smart TV;R$1.998;6;R$11.988;amazon;Vitória;ES
;11458;17/08/2020;1005;Tais Fernandes;Sudeste;SKU9003;Celular Modelo 1;R$800;86;R$68.800;amazon;Betim;MINAS
;11459;17/08/2020;1008;Teobaldo Junior;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;52;R$115.440;amazon;Vitória;ES
;11460;17/08/2020;1002;Lucas Souza;Sudeste;SKU9016;Webcam;R$130;83;R$10.790;Ricardo Eletro;Rio de Janeiro;RJ
;11461;17/08/2020;1009;Felipe Seixas;Sudeste;SKU9007;Headphone;R$150;35;R$5.250;Carrefour;São Paulo;SP
;11462;17/08/2020;1001;Maria Silva;Sudeste;SKU9002;Carregador Portátil;R$80;40;R$3.200;Ricardo Eletro;Belo Horizonte;MINAS
;11463;17/08/2020;1009;Felipe Seixas;Sudeste;SKU9005;Celular Modelo 3;R$1.800;10;R$18.000;Magazine Luiza;Vitória;ES
;11464;17/08/2020;1001;Maria Silva;Sudeste;SKU9005;Celular Modelo 3;R$1.800;6;R$10.800;Ricardo Eletro;Rio de Janeiro;RJ
;11465;17/08/2020;1006;Mário Junior;Sudeste;SKU9005;Celular Modelo 3;R$1.800;43;R$77.400;Casas Bahia;Rio de Janeiro;RJ
;11466;18/08/2020;1005;Tais Fernandes;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;49;R$108.780;Casas Bahia;São Paulo;SP
;11467;18/08/2020;1001;Maria Silva;Sudeste;SKU9001;Caixa de Som;R$55;76;R$4.180;Magazine Luiza;Niterói;RJ
;11468;18/08/2020;1003;Paulo Ferreira;Sudeste;SKU9016;Webcam;R$130;51;R$6.630;Ricardo Eletro;Vitória;ES
;11469;18/08/2020;1004;Isabela Carolina;Sudeste;SKU9003;Celular Modelo 1;R$800;13;R$10.400;amazon;Campinas;SP
;11470;18/08/2020;1004;Isabela Carolina;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;26;R$111.800;Ponto Frio;Rio de Janeiro;RJ
;11471;18/08/2020;1001;Maria Silva;Sudeste;SKU9008;Mouse;R$88;58;R$5.104;Ricardo Eletro;Niterói;RJ
;11472;19/08/2020;1002;Lucas Souza;Sudeste;SKU9007;Headphone;R$150;65;R$9.750;Ricardo Eletro;Niterói;RJ
;11473;19/08/2020;1009;Felipe Seixas;Sudeste;SKU9005;Celular Modelo 3;R$1.800;97;R$174.600;amazon;Rio de Janeiro;RJ
;11474;19/08/2020;1003;Paulo Ferreira;Sudeste;SKU9002;Carregador Portátil;R$80;82;R$6.560;Ricardo Eletro;Belo Horizonte;MINAS
;11475;19/08/2020;1003;Paulo Ferreira;Sudeste;SKU9013;SSD;R$435;51;R$22.185;Carrefour;Rio de Janeiro;RJ
;11476;19/08/2020;1001;Maria Silva;Sudeste;SKU9015;Teclado ;R$80;85;R$6.800;Magazine Luiza;Betim;MINAS
;11477;19/08/2020;1004;Isabela Carolina;Sudeste;SKU9008;Mouse;R$88;30;R$2.640;Shoptime;São Paulo;SP
;11478;19/08/2020;1008;Teobaldo Junior;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;85;R$365.500;Ponto Frio;Belo Horizonte;MINAS
;11479;19/08/2020;1005;Tais Fernandes;Sudeste;SKU9005;Celular Modelo 3;R$1.800;56;R$100.800;Casas Bahia;Guarapari;ES
;11480;20/08/2020;1002;Lucas Souza;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;84;R$186.480;Carrefour;São Paulo;SP
;11481;20/08/2020;1008;Teobaldo Junior;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;100;R$222.000;Shoptime;Niterói;RJ
;11482;20/08/2020;1002;Lucas Souza;Sudeste;SKU9005;Celular Modelo 3;R$1.800;22;R$39.600;Magazine Luiza;Belo Horizonte;MINAS
;11483;20/08/2020;1003;Paulo Ferreira;Sudeste;SKU9003;Celular Modelo 1;R$800;69;R$55.200;Ricardo Eletro;Vitória;ES
;11484;20/08/2020;1009;Felipe Seixas;Sudeste;SKU9003;Celular Modelo 1;R$800;70;R$56.000;Casas Bahia;São Paulo;SP
;11485;20/08/2020;1004;Isabela Carolina;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;15;R$33.300;amazon;São Paulo;SP
;11486;20/08/2020;1003;Paulo Ferreira;Sudeste;SKU9003;Celular Modelo 1;R$800;84;R$67.200;amazon;São Paulo;SP
;11487;20/08/2020;1009;Felipe Seixas;Sudeste;SKU9015;Teclado ;R$80;7;R$560;Casas Bahia;Rio de Janeiro;RJ
;11488;21/08/2020;1007;Alex Souza;Sudeste;SKU9011;Notebook Modelo 3;R$4.300;97;R$417.100;amazon;Rio de Janeiro;RJ
;11489;21/08/2020;1002;Lucas Souza;Sudeste;SKU9003;Celular Modelo 1;R$800;75;R$60.000;kabum;Vitória;ES
;11490;21/08/2020;1006;Mário Junior;Sudeste;SKU9014;Tablet;R$1.700;77;R$130.900;Shoptime;Campinas;SP
;11491;21/08/2020;1005;Tais Fernandes;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;39;R$86.580;Casas Bahia;Vitória;ES
;11492;21/08/2020;1007;Alex Souza;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;43;R$62.350;Magazine Luiza;São Paulo;SP
;11493;22/08/2020;1007;Alex Souza;Sudeste;SKU9014;Tablet;R$1.700;14;R$23.800;amazon;Rio de Janeiro;RJ
;11494;22/08/2020;1009;Felipe Seixas;Sudeste;SKU9013;SSD;R$435;10;R$4.350;Magazine Luiza;Niterói;RJ
;11495;22/08/2020;1007;Alex Souza;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;100;R$145.000;Magazine Luiza;São Paulo;SP
;11496;22/08/2020;1005;Tais Fernandes;Sudeste;SKU9014;Tablet;R$1.700;88;R$149.600;Casas Bahia;Rio de Janeiro;RJ
;11497;22/08/2020;1001;Maria Silva;Sudeste;SKU9002;Carregador Portátil;R$80;70;R$5.600;Carrefour;Campinas;SP
;11498;22/08/2020;1004;Isabela Carolina;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;44;R$63.800;Ponto Frio;São Paulo;SP
;11499;22/08/2020;1003;Paulo Ferreira;Sudeste;SKU9015;Teclado ;R$80;50;R$4.000;Ricardo Eletro;Campinas;SP
;11500;23/08/2020;1002;Lucas Souza;Sudeste;SKU9015;Teclado ;R$80;33;R$2.640;Shoptime;Vitória;ES
;11501;23/08/2020;1005;Tais Fernandes;Sudeste;SKU9001;Caixa de Som;R$55;66;R$3.630;Magazine Luiza;Rio de Janeiro;RJ
;11502;23/08/2020;1008;Teobaldo Junior;Sudeste;SKU9015;Teclado ;R$80;12;R$960;Ponto Frio;Guarapari;ES
;11503;23/08/2020;1004;Isabela Carolina;Sudeste;SKU9004;Celular Modelo 2;R$1.200;98;R$117.600;Ponto Frio;Niterói;RJ
;11504;23/08/2020;1006;Mário Junior;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;49;R$108.780;kabum;Rio de Janeiro;RJ
;11505;23/08/2020;1008;Teobaldo Junior;Sudeste;SKU9012;Smart TV;R$1.998;83;R$165.834;Ricardo Eletro;Guarapari;ES
;11506;23/08/2020;1005;Tais Fernandes;Sudeste;SKU9006;E-Reader;R$250;97;R$24.250;Magazine Luiza;São Paulo;SP
;11507;23/08/2020;1001;Maria Silva;Sudeste;SKU9012;Smart TV;R$1.998;51;R$101.898;Carrefour;São Paulo;SP
;11508;23/08/2020;1005;Tais Fernandes;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;69;R$100.050;Shoptime;Rio de Janeiro;RJ
;11509;24/08/2020;1004;Isabela Carolina;Sudeste;SKU9005;Celular Modelo 3;R$1.800;80;R$144.000;amazon;Rio de Janeiro;RJ
;11510;24/08/2020;1005;Tais Fernandes;Sudeste;SKU9013;SSD;R$435;92;R$40.020;Carrefour;São Paulo;SP
;11511;24/08/2020;1002;Lucas Souza;Sudeste;SKU9004;Celular Modelo 2;R$1.200;37;R$44.400;kabum;Rio de Janeiro;RJ
;11512;24/08/2020;1001;Maria Silva;Sudeste;SKU9004;Celular Modelo 2;R$1.200;58;R$69.600;Magazine Luiza;Niterói;RJ
;11513;24/08/2020;1005;Tais Fernandes;Sudeste;SKU9006;E-Reader;R$250;35;R$8.750;kabum;Rio de Janeiro;RJ
;11514;25/08/2020;1008;Teobaldo Junior;Sudeste;SKU9005;Celular Modelo 3;R$1.800;89;R$160.200;Magazine Luiza;Belo Horizonte;MINAS
;11515;25/08/2020;1003;Paulo Ferreira;Sudeste;SKU9003;Celular Modelo 1;R$800;62;R$49.600;Ricardo Eletro;Vitória;ES
;11516;25/08/2020;1005;Tais Fernandes;Sudeste;SKU9016;Webcam;R$130;10;R$1.300;amazon;São Paulo;SP
;11517;25/08/2020;1005;Tais Fernandes;Sudeste;SKU9006;E-Reader;R$250;42;R$10.500;Casas Bahia;Guarapari;ES
;11518;25/08/2020;1003;Paulo Ferreira;Sudeste;SKU9007;Headphone;R$150;26;R$3.900;Magazine Luiza;Vitória;ES
;11519;25/08/2020;1002;Lucas Souza;Sudeste;SKU9002;Carregador Portátil;R$80;14;R$1.120;Ricardo Eletro;Campinas;SP
;11520;26/08/2020;1002;Lucas Souza;Sudeste;SKU9013;SSD;R$435;86;R$37.410;Shoptime;Campinas;SP
;11521;26/08/2020;1003;Paulo Ferreira;Sudeste;SKU9016;Webcam;R$130;68;R$8.840;Shoptime;Guarapari;ES
;11522;26/08/2020;1009;Felipe Seixas;Sudeste;SKU9014;Tablet;R$1.700;6;R$10.200;amazon;Guarapari;ES
;11523;26/08/2020;1008;Teobaldo Junior;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;95;R$210.900;Ricardo Eletro;Rio de Janeiro;RJ
;11524;27/08/2020;1008;Teobaldo Junior;Sudeste;SKU9007;Headphone;R$150;28;R$4.200;Shoptime;Guarapari;ES
;11525;27/08/2020;1008;Teobaldo Junior;Sudeste;SKU9008;Mouse;R$88;99;R$8.712;Ricardo Eletro;Vitória;ES
;11526;27/08/2020;1009;Felipe Seixas;Sudeste;SKU9013;SSD;R$435;40;R$17.400;amazon;Belo Horizonte;MINAS
;11527;27/08/2020;1009;Felipe Seixas;Sudeste;SKU9010;Notebook Modelo 2;R$2.220;98;R$217.560;Ricardo Eletro;Betim;MINAS
;11528;27/08/2020;1003;Paulo Ferreira;Sudeste;SKU9006;E-Reader;R$250;81;R$20.250;amazon;Guarapari;ES
;11529;27/08/2020;1001;Maria Silva;Sudeste;SKU9016;Webcam;R$130;59;R$7.670;Ponto Frio;Vitória;ES
;11530;27/08/2020;1007;Alex Souza;Sudeste;SKU9008;Mouse;R$88;54;R$4.752;Ponto Frio;Rio de Janeiro;RJ
;11531;28/08/2020;1006;Mário Junior;Sudeste;SKU9009;Notebook Modelo 1;R$1.450;11;R$15.950;Magazine Luiza;Guarapari;ES
;11532;28/08/2020;1007;Alex Souza;Sudeste;SKU9013;SSD;R$435;96;R$41.760;Casas Bahia;Belo Horizonte;MINAS
;11533;28/08/2020;1006;Mário Junior;Sudeste;SKU9015;Teclado ;R$80;66;R$5.280;Ricardo Eletro;Rio de Janeiro;RJ
;11534;28/08/2020;1006;Mário Junior;Sudeste;SKU9006;E-Reader;R$250;7;R$1.750;Casas Bahia;Guarapari;ES
;11535;28/08/2020;1008;Teobaldo Junior;Sudeste;SKU9007;Headphone;R$150;47;R$7.050;Shoptime;Guarapari;ES
;11536;28/08/2020;1002;Lucas Souza;Sudeste;SKU9012;Smart TV;R$1.998;14;R$27.972;amazon;Rio de Janeiro;RJ
;11537;28/08/2020;1009;Felipe Seixas;Sudeste;SKU9005;Celular Modelo 3;R$1.800;31;R$55.800;Ricardo Eletro;Betim;MINAS
;11538;29/08/2020;1002;Lucas Souza;Sudeste;SKU9002;Carregador Portátil;R$80;91;R$7.280;Magazine Luiza;Vitória;ES
